fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1.pos,Foci2.pos,Foci3.pos,mouse,strain,sex,category
5jun18_21may18_KAZ_m2_sp1_14_rev,106,3.6364,0.034259,0.45282,6,17,5jun18_21may18_KAZ_m2_sp1_14_rev_17,1,0,,,1,96,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,68,4.8237,0.071425,0.46062,7,18,5jun18_21may18_KAZ_m2_sp1_14_rev_18,1,0,,,1,60,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,96,5.8661,0.061151,0.47825,6,19,5jun18_21may18_KAZ_m2_sp1_14_rev_19,1,0,,many faint foci,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,91,3.8467,0.042466,0.54773,7,2,5jun18_21may18_KAZ_m2_sp1_14_rev_2,1,0,,,1,48,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,120,10.0965,0.084487,0.54649,3,5,5jun18_21may18_KAZ_m2_sp1_14_rev_5,1,0,,,1,77,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,123,5.8505,0.047457,0.52883,7,6,5jun18_21may18_KAZ_m2_sp1_14_rev_6,1,0,,foci sorta faint,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,57,7.2885,0.12856,0.56291,1,7,5jun18_21may18_KAZ_m2_sp1_14_rev_7,1,1,,SC sorta faint,1,22,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,73,4.5022,0.062034,0.55019,3,8,5jun18_21may18_KAZ_m2_sp1_14_rev_8,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_14_rev,84,5.9671,0.071353,0.52994,3,9,5jun18_21may18_KAZ_m2_sp1_14_rev_9,1,0,,,1,77,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,57,3.75,0.065438,0.66312,6,1,5jun18_21may18_KAZ_m2_sp1_15.2_rev_1,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,36,2.9508,0.081021,0.6741,2,10,5jun18_21may18_KAZ_m2_sp1_15.2_rev_10,1,0,,,1,34,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,53,4.3108,0.082061,0.55306,4,12,5jun18_21may18_KAZ_m2_sp1_15.2_rev_12,0,,X,incomplete piece,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,51,3.1746,0.062342,0.57266,2,13,5jun18_21may18_KAZ_m2_sp1_15.2_rev_13,0,,X,"incomplete, broken",,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,32,2.6667,0.083951,0.48114,2,15,5jun18_21may18_KAZ_m2_sp1_15.2_rev_15,0,,X,incomplete piece,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,63,3.3333,0.052753,0.58953,4,16,5jun18_21may18_KAZ_m2_sp1_15.2_rev_16,1,0,,,1,54,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,109,2.8837,0.026555,0.72502,11,19,5jun18_21may18_KAZ_m2_sp1_15.2_rev_19,0,0,X,XY,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,80,3.3333,0.041502,0.56368,6,20,5jun18_21may18_KAZ_m2_sp1_15.2_rev_20,1,0,,,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,77,3.4375,0.044929,0.58048,5,21,5jun18_21may18_KAZ_m2_sp1_15.2_rev_21,1,0,,,1,14,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,73,3.6676,0.049981,0.52397,3,22,5jun18_21may18_KAZ_m2_sp1_15.2_rev_22,1,0,,,1,45,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,83,4.2114,0.050536,0.5567,4,23,5jun18_21may18_KAZ_m2_sp1_15.2_rev_23,1,0,,,1,54,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,62,3.6645,0.059246,0.53632,1,24,5jun18_21may18_KAZ_m2_sp1_15.2_rev_24,1,1,,,1,58,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,74,3.7302,0.050561,0.61102,2,4,5jun18_21may18_KAZ_m2_sp1_15.2_rev_4,1,0,,other faint foci near end,1,46,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,30,1.9048,0.063502,0.65638,4,5,5jun18_21may18_KAZ_m2_sp1_15.2_rev_5,0,,X,incomplete piece,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,70,2.5397,0.036429,0.67919,1,6,5jun18_21may18_KAZ_m2_sp1_15.2_rev_6,1,1,,,1,60,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,78,4.5956,0.05864,0.5606,2,7,5jun18_21may18_KAZ_m2_sp1_15.2_rev_7,1,0,,,1,24,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,52,5.839,0.11253,0.55618,4,8,5jun18_21may18_KAZ_m2_sp1_15.2_rev_8,0,,X,incomplete piece,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_15.2_rev,33,3.7933,0.11522,0.58619,2,9,5jun18_21may18_KAZ_m2_sp1_15.2_rev_9,0,,X,incomplete piece,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,75,3.4921,0.046415,0.54312,1,1,5jun18_21may18_KAZ_m2_sp1_18_rev_1,1,1,,,1,70,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,77,5.0501,0.065233,0.53753,2,10,5jun18_21may18_KAZ_m2_sp1_18_rev_10,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,110,3.5484,0.032266,0.53727,1,11,5jun18_21may18_KAZ_m2_sp1_18_rev_11,1,1,,,1,35,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,82,3.9815,0.048323,0.53395,2,12,5jun18_21may18_KAZ_m2_sp1_18_rev_12,1,0,,,1,73,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,96,3.0986,0.032362,0.51538,4,13,5jun18_21may18_KAZ_m2_sp1_18_rev_13,1,0,,,1,40,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,110,4.4406,0.040423,0.50351,1,14,5jun18_21may18_KAZ_m2_sp1_18_rev_14,1,1,,,1,27,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,48,3.0556,0.064313,0.48749,1,16,5jun18_21may18_KAZ_m2_sp1_18_rev_16,1,1,,,1,27,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,78,4.1791,0.053268,0.47718,1,17,5jun18_21may18_KAZ_m2_sp1_18_rev_17,1,1,,,1,55,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,53,2.8571,0.053905,0.49368,1,18,5jun18_21may18_KAZ_m2_sp1_18_rev_18,1,1,,,1,43,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,84,5.1076,0.060821,0.55178,1,2,5jun18_21may18_KAZ_m2_sp1_18_rev_2,1,1,,,1,42,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,60,5.4796,0.091553,0.53473,1,3,5jun18_21may18_KAZ_m2_sp1_18_rev_3,1,1,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,73,4.375,0.059803,0.52505,4,4,5jun18_21may18_KAZ_m2_sp1_18_rev_4,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,80,5.6168,0.070253,0.5492,2,5,5jun18_21may18_KAZ_m2_sp1_18_rev_5,1,0,,,1,26,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,96,3.75,0.039092,0.53286,2,8,5jun18_21may18_KAZ_m2_sp1_18_rev_8,1,1,,,2,32,86,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_18_rev,67,4.9829,0.074138,0.55088,1,9,5jun18_21may18_KAZ_m2_sp1_18_rev_9,1,1,,,1,32,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,77,3.75,0.048415,0.738,2,1,5jun18_21may18_KAZ_m2_sp1_19.1_rev_1,0,,X,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,139,3.9394,0.028308,0.69173,5,10,5jun18_21may18_KAZ_m2_sp1_19.1_rev_10,0,,X,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,78,3.4375,0.043838,0.67626,2,11,5jun18_21may18_KAZ_m2_sp1_19.1_rev_11,1,0,,,1,52,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,64,5.8891,0.091632,0.67859,1,12,5jun18_21may18_KAZ_m2_sp1_19.1_rev_12,1,1,,,1,51,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,61,4.5306,0.074809,0.67442,1,13,5jun18_21may18_KAZ_m2_sp1_19.1_rev_13,1,1,,,1,39,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,76,5.225,0.068317,0.66229,1,14,5jun18_21may18_KAZ_m2_sp1_19.1_rev_14,1,1,,,1,70,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,90,4.3799,0.048632,0.66237,1,15,5jun18_21may18_KAZ_m2_sp1_19.1_rev_15,1,1,,,1,86,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,94,9.0991,0.097292,0.70242,1,2,5jun18_21may18_KAZ_m2_sp1_19.1_rev_2,1,1,,,1,54,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,93,4.1935,0.045016,0.74379,1,3,5jun18_21may18_KAZ_m2_sp1_19.1_rev_3,1,1,,,1,89,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,89,4.9441,0.055439,0.70967,2,4,5jun18_21may18_KAZ_m2_sp1_19.1_rev_4,1,0,,,1,79,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,76,3.4758,0.045817,0.68344,1,5,5jun18_21may18_KAZ_m2_sp1_19.1_rev_5,1,1,,,1,13,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,81,3.7681,0.046347,0.73148,1,8,5jun18_21may18_KAZ_m2_sp1_19.1_rev_8,1,1,,,1,71,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,84,3.3333,0.039563,0.70098,1,9,5jun18_21may18_KAZ_m2_sp1_19.1_rev_9,1,1,,,1,76,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,89,4.0757,0.04571,0.61228,1,1,5jun18_21may18_KAZ_m2_sp1_19.2_rev_1,1,1,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,103,2.3188,0.022417,0.55761,1,10,5jun18_21may18_KAZ_m2_sp1_19.2_rev_10,1,1,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,86,5.7674,0.067416,0.5745,1,11,5jun18_21may18_KAZ_m2_sp1_19.2_rev_11,1,1,,,1,76,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,88,3.2353,0.036678,0.55742,1,12,5jun18_21may18_KAZ_m2_sp1_19.2_rev_12,1,1,,,1,82,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,48,5.481,0.11353,0.5365,1,13,5jun18_21may18_KAZ_m2_sp1_19.2_rev_13,1,1,,,1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,102,6.1458,0.060322,0.51794,3,15,5jun18_21may18_KAZ_m2_sp1_19.2_rev_15,1,0,,,2,27,83,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,71,3.662,0.051692,0.50799,2,16,5jun18_21may18_KAZ_m2_sp1_19.2_rev_16,1,1,,second foci faint,2,49,62,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,76,4.683,0.061901,0.52934,1,17,5jun18_21may18_KAZ_m2_sp1_19.2_rev_17,1,1,,,1,49,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,57,3.7143,0.064936,0.55294,4,18,5jun18_21may18_KAZ_m2_sp1_19.2_rev_18,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,116,3.6364,0.031255,0.56531,2,2,5jun18_21may18_KAZ_m2_sp1_19.2_rev_2,1,1,,,2,21,109,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,70,5.6431,0.081035,0.61223,1,3,5jun18_21may18_KAZ_m2_sp1_19.2_rev_3,1,1,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,89,4.9805,0.055877,0.59246,2,4,5jun18_21may18_KAZ_m2_sp1_19.2_rev_4,1,0,,,1,69,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,115,4.8485,0.042255,0.56317,3,5,5jun18_21may18_KAZ_m2_sp1_19.2_rev_5,1,0,,fainter foci,1,75,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,74,4.7409,0.064156,0.55973,1,6,5jun18_21may18_KAZ_m2_sp1_19.2_rev_6,1,1,,,1,62,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,59,4.328,0.073901,0.60573,2,7,5jun18_21may18_KAZ_m2_sp1_19.2_rev_7,1,1,,first foci faint,2,24,50,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,104,4.3077,0.041387,0.53368,2,8,5jun18_21may18_KAZ_m2_sp1_19.2_rev_8,1,1,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,93,4.985,0.053699,0.50582,1,9,5jun18_21may18_KAZ_m2_sp1_19.2_rev_9,1,1,,,1,52,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,98,7.0552,0.071662,0.6143,1,10,5jun18_21may18_KAZ_m2_sp1_2_rev_10,1,1,,,1,81,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,68,3.6923,0.054237,0.62988,1,11,5jun18_21may18_KAZ_m2_sp1_2_rev_11,1,1,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,113,2.3188,0.020595,0.60945,2,12,5jun18_21may18_KAZ_m2_sp1_2_rev_12,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,78,6.043,0.077414,0.57662,1,13,5jun18_21may18_KAZ_m2_sp1_2_rev_13,1,1,,,1,74,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,84,4.8916,0.058303,0.58297,2,14,5jun18_21may18_KAZ_m2_sp1_2_rev_14,1,0,,,1,49,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,86,4,0.046759,0.56704,1,15,5jun18_21may18_KAZ_m2_sp1_2_rev_15,1,1,,,1,81,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,90,1.5625,0.017441,0.62117,2,2,5jun18_21may18_KAZ_m2_sp1_2_rev_2,0,,X,strange SC isolation,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,112,4.383,0.039268,0.62928,2,3,5jun18_21may18_KAZ_m2_sp1_2_rev_3,1,1,,,2,22,106,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,91,16.1277,0.17751,0.62119,2,4,5jun18_21may18_KAZ_m2_sp1_2_rev_4,0,,X,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,83,8.0733,0.097649,0.63232,2,5,5jun18_21may18_KAZ_m2_sp1_2_rev_5,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,52,5.5392,0.10752,0.62705,3,6,5jun18_21may18_KAZ_m2_sp1_2_rev_6,1,0,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,94,3.2787,0.034936,0.59562,1,8,5jun18_21may18_KAZ_m2_sp1_2_rev_8,1,1,,,1,38,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,127,7.57,0.059717,0.61246,1,9,5jun18_21may18_KAZ_m2_sp1_2_rev_9,1,1,,,1,82,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,47,5.7869,0.12401,0.60343,1,10,5jun18_21may18_KAZ_m2_sp1_20_rev_10,1,1,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,100,3.6923,0.036772,0.565,1,11,5jun18_21may18_KAZ_m2_sp1_20_rev_11,1,1,,,1,56,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,77,5.7533,0.07501,0.59664,2,12,5jun18_21may18_KAZ_m2_sp1_20_rev_12,1,0,,,1,69,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,67,5.2959,0.078576,0.5908,1,2,5jun18_21may18_KAZ_m2_sp1_20_rev_2,1,1,,,1,34,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,86,4.127,0.047985,0.58808,3,3,5jun18_21may18_KAZ_m2_sp1_20_rev_3,1,0,,,1,73,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,58,4.2366,0.073216,0.60122,1,4,5jun18_21may18_KAZ_m2_sp1_20_rev_4,0,,X,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,63,2.7273,0.043577,0.61329,3,5,5jun18_21may18_KAZ_m2_sp1_20_rev_5,1,0,,SC kinda squiggly,1,48,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,91,4.6278,0.050881,0.60482,2,8,5jun18_21may18_KAZ_m2_sp1_20_rev_8,1,1,,,2,22,88,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,91,4.7359,0.051852,0.57601,1,9,5jun18_21may18_KAZ_m2_sp1_20_rev_9,1,1,,,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,99,3.9801,0.040394,0.60238,2,1,5jun18_21may18_KAZ_m2_sp1_21_rev_1,1,1,,,1,67,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,56,5.3441,0.094901,0.60971,4,11,5jun18_21may18_KAZ_m2_sp1_21_rev_11,1,0,,faint foci,2,18,56,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,49,4.6034,0.093049,0.59296,4,13,5jun18_21may18_KAZ_m2_sp1_21_rev_13,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,72,3.662,0.050679,0.57336,1,14,5jun18_21may18_KAZ_m2_sp1_21_rev_14,1,1,,,1,27,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,66,2.9644,0.045254,0.56302,2,15,5jun18_21may18_KAZ_m2_sp1_21_rev_15,1,0,,,1,32,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,57,4.8905,0.085722,0.62229,4,2,5jun18_21may18_KAZ_m2_sp1_21_rev_2,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,95,2.3188,0.024467,0.6144,2,4,5jun18_21may18_KAZ_m2_sp1_21_rev_4,1,0,,,1,87,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,83,6.4951,0.077915,0.62074,2,5,5jun18_21may18_KAZ_m2_sp1_21_rev_5,1,1,,,2,33,79,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,98,4.6016,0.047,0.60332,6,6,5jun18_21may18_KAZ_m2_sp1_21_rev_6,1,0,,faint foci,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,104,3.941,0.037743,0.63463,1,7,5jun18_21may18_KAZ_m2_sp1_21_rev_7,1,1,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,81,4.2288,0.051983,0.6188,1,9,5jun18_21may18_KAZ_m2_sp1_21_rev_9,1,1,,,1,81,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,99,5.4435,0.054725,0.54787,2,1,5jun18_21may18_KAZ_m2_sp1_3_rev_1,1,1,,,2,61,82,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,100,3.4921,0.035002,0.52887,7,10,5jun18_21may18_KAZ_m2_sp1_3_rev_10,X,,,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,48,3.1429,0.065919,0.56371,1,11,5jun18_21may18_KAZ_m2_sp1_3_rev_11,1,1,,,1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,87,4.9876,0.05713,0.55392,1,12,5jun18_21may18_KAZ_m2_sp1_3_rev_12,1,1,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,69,3.8266,0.055226,0.5336,1,13,5jun18_21may18_KAZ_m2_sp1_3_rev_13,1,1,,,1,58,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,81,6.2846,0.077901,0.5462,2,14,5jun18_21may18_KAZ_m2_sp1_3_rev_14,1,1,,,2,45,78,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,59,5.0169,0.084414,0.5577,5,15,5jun18_21may18_KAZ_m2_sp1_3_rev_15,1,0,,"very faint foci, almost non-foci",1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,68,4.2976,0.06313,0.53351,1,16,5jun18_21may18_KAZ_m2_sp1_3_rev_16,1,1,,,1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,74,5.2414,0.070429,0.55349,4,3,5jun18_21may18_KAZ_m2_sp1_3_rev_3,1,0,,,2,37,69,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,78,3.0303,0.038679,0.56074,1,4,5jun18_21may18_KAZ_m2_sp1_3_rev_4,1,1,,,1,50,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,87,6.4458,0.074297,0.54912,6,5,5jun18_21may18_KAZ_m2_sp1_3_rev_5,X,,,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,80,5.9335,0.074577,0.5602,6,6,5jun18_21may18_KAZ_m2_sp1_3_rev_6,1,0,,,1,53,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,97,3.4375,0.035534,0.51706,7,7,5jun18_21may18_KAZ_m2_sp1_3_rev_7,1,0,,foci are faint,3,24,56,92,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,87,3.1884,0.036849,0.54319,1,9,5jun18_21may18_KAZ_m2_sp1_3_rev_9,1,1,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,82,3.8806,0.047324,0.5875,6,13,5jun18_21may18_KAZ_m2_sp1_4_rev_13,1,0,,,1,77,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,55,5.2715,0.095287,0.6932,3,2,5jun18_21may18_KAZ_m2_sp1_4_rev_2,1,0,,,1,34,,,21may18_KAZ_m2,KAZ,male,KAZ male
