Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO crop,XY paired,achiasmate,asynased,notes
Batch3,,4feb17_20dec16_LEW_m3_sp1_27_rev.tif,30457-22304-7397.tif,3,20,24,,y,0,0,possible tangle
Batch3,,4feb17_20dec16_LEW_m3_sp1_29_rev.tif,9433-28306-11837.tif,3,20,23,,y,1,0,signal not that good
Batch3,,4feb17_20dec16_LEW_m3_sp1_3_rev.tif,3890-17007-28059.tif,4,20,21,,y,2,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_30_rev.tif,24693-5638-20712.tif,5,20,22,,y,1,0,bubbly ends
Batch3,,4feb17_20dec16_LEW_m3_sp1_4_rev.tif,12258-9821-12522.tif,3,20,21,,y,1,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_5_rev.tif,5497-12439-17546.tif,4,20,20,,,2,1,
Batch3,,4feb17_20dec16_LEW_m3_sp1_8_rev.tif,30093-14275-20019.tif,3,20,23,,y,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_9_rev.tif,7958-11651-1519.tif,2,20,27,,yes,0,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_12_rev.tif,7367-13912-21512.tif,2,20,26,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_13_rev.tif,28094-29308-12301.tif,2,20,25,no,no,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_16_rev.tif,4010-29911-4723.tif,5,20,24,,y,0,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_17_rev.tif,1704-26014-28140.tif,5,20,21,,y,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_18_rev.tif,7585-19477-434.tif,2,20,27,n,yes,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_2_rev.tif,4911-16131-27693.tif,1,20,24,,y,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_21_rev.tif,28898-14954-761.tif,4,20,22,yes,yes,1,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_22_rev.tif,14979-7730-23154.tif,3,20,29,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_23_rev.tif,7484-9712-12687.tif,2,20,30,,yes,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_25_rev.tif,4784-17349-20942.tif,2,20,24,,y,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_26_rev.tif,10185-14788-19332.tif,4,20,22,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_27_rev.tif,29917-31729-16522.tif,3,20,21,,y,2,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_29_rev.tif,30959-2404-6040.tif,2,20,27,y,y,0,0,possible entanglement
Batch3,,4feb17_4jan17_LEW_m1_sp1_3.1_rev.tif,28010-16242-14416.tif,2,20,26,y,y,1,0,2 XY chrms
Batch3,,4feb17_4jan17_LEW_m1_sp1_3.2_rev.tif,28742-21090-30981.tif,1,20,28,n,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_31_rev.tif,7531-10687-4318.tif,3,20,25,,,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_32_rev.tif,3355-16840-11528.tif,2,20,24,n,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_7_rev.tif,9030-913-18822.tif,5,20,29,,y,0,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_8_rev.tif,14296-3650-16659.tif,3,20,26,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_9_rev.tif,30695-20804-18573.tif,4,20,29,n,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_1_rev.tif,11795-27792-13981.tif,2,20,24,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_10_rev.tif,8642-15719-1882.tif,1,20,25,n,yes,0,0,possible tangle
Batch3,,7feb17_20dec16_LEW_m2_sp1_13.1_rev.tif,23247-29883-12677.tif,2,20,28,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_13.2_rev.tif,17706-12063-14787.tif,3,20,24,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_14_rev.tif,27428-8451-11522.tif,1,20,21,n,yes,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_15_rev.tif,18716-6584-18842.tif,2,20,27,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_16_rev.tif,25479-11508-3907.tif,5,20,23,,y,2,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_17_rev.tif,24580-11367-23096.tif,3,20,26,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_18_rev.tif,27397-12368-26118.tif,3,20,19,,,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_20_rev.tif,11159-26680-24792.tif,3,20,24,yes,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_21_rev.tif,10205-19156-6602.tif,3,20,25,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_22_rev.tif,25993-30681-16882.tif,2,20,23,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_24_rev.tif,31610-30365-118.tif,3,20,20,,y,1,0,large bright spot
Batch3,,7feb17_20dec16_LEW_m2_sp1_25_rev.tif,22996-28399-31277.tif,1,20,24,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_3.1_rev.tif,16007-22017-18382.tif,2,20,23,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_3.2_rev.tif,30122-7810-6182.tif,3,20,23,,y,2,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_3_rev.tif,27750-4877-16398.tif,3,20,22,y,y,0,0,potential duplicate
Batch3,,7feb17_20dec16_LEW_m2_sp1_5_rev.tif,29853-2285-18425.tif,3,20,23,n,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_6_rev.tif,8463-29839-14711.tif,3,20,30,,yes,0,0,possible tangle
Batch3,,7feb17_20dec16_LEW_m2_sp1_7_rev.tif,22906-26220-3351.tif,1,20,28,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_8_rev.tif,13121-10796-8546.tif,1,20,25,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_9_rev.tif,8011-21666-23132.tif,2,20,26,,yes,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_10_rev.tif,16150-18768-4384.tif,3,20,27,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_11_rev.tif,26981-26605-21247.tif,2,20,29,,,1,0,
Batch4,X,12jan17_4jan17_LEW_f1_sp1_12_rev.tif,10171-18911-7130.tif,5,,17,,,,,
Batch4,,12jan17_4jan17_LEW_f1_sp1_14_rev.tif,28767-30820-24780.tif,1,20,30,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_15_rev.tif,12956-14021-11625.tif,1,20,23,,,1,0,
Batch4,X,12jan17_4jan17_LEW_f1_sp1_16_rev.tif,12370-25224-3267.tif,5,,,,,,,bad signal
Batch4,,12jan17_4jan17_LEW_f1_sp1_17_rev.tif,13928-16296-21454.tif,5,20,27,,,2,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_18_rev.tif,88-5556-17123.tif,1,20,34,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_19_rev.tif,30974-19813-7418.tif,4,20,23,,,4,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_21_rev.tif,29965-20683-10336.tif,3,20,30,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_22_rev.tif,23845-22648-29966.tif,2,20,34,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_23_rev.tif,8524-19838-20817.tif,3,20,30,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_24_rev.tif,6926-13033-28184.tif,2,20,37,,,0,1,
Batch4,,12jan17_4jan17_LEW_f1_sp1_25_rev.tif,20088-26878-21032.tif,4,20,28,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_26_rev.tif,26987-29839-17607.tif,1,20,38,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_27_rev.tif,4577-31039-32594.tif,3,20,26,,,2,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_28_rev.tif,8-11976-4812.tif,2,20,30,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_29_rev.tif,19750-1371-6046.tif,3,20,24,,,1,2,
Batch4,,12jan17_4jan17_LEW_f1_sp1_3_rev.tif,24996-66-18155.tif,1,20,27,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_30_rev.tif,7711-18676-27355.tif,3,20,24,yes,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_31_rev.tif,17828-15551-9783.tif,1,20,25,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_32_rev.tif,3555-31061-25489.tif,4,20,25,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_34_rev.tif,9044-7192-12116.tif,1,20,49,,,0,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_36_rev.tif,19449-17963-11689.tif,3,20,29,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_6_rev.tif,21717-26903-1856.tif,1,20,22,,,1,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_7.1_rev.tif,7466-18094-4873.tif,4,20,24,,,4,0,
Batch4,,12jan17_4jan17_LEW_f1_sp1_7.2_rev.tif,29491-25397-285.tif,2,20,23,,,0,1,
Batch4,,12jan17_4jan17_LEW_f1_sp1_8_rev.tif,16205-22511-932.tif,4,20,21,,,3,3,
Batch4,,12jan17_4jan17_LEW_f3_sp1_1_rev.tif,5690-27985-16087.tif,5,20,26,,,2,1,postential tangle
Batch4,,12jan17_4jan17_LEW_f3_sp1_10_rev.tif,4647-6760-27706.tif,4,20,22,,,4,0,
Batch4,,12jan17_4jan17_LEW_f3_sp1_11_rev.tif,25906-25710-18429.tif,1,20,31,,,0,0,
Batch4,,12jan17_4jan17_LEW_f3_sp1_12_rev.tif,23158-2252-13563.tif,4,20,21,,,3,2,
Batch4,,12jan17_4jan17_LEW_f3_sp1_13_rev.tif,4489-1152-19944.tif,4,20,21,,,3,2,
Batch4,,12jan17_4jan17_LEW_f3_sp1_2_rev.tif,20760-9286-29080.tif,4,20,25,,,1,1,
Batch4,,12jan17_4jan17_LEW_f3_sp1_3_rev.tif,18177-6367-20071.tif,2,20,23,,,0,0,
Batch4,,12jan17_4jan17_LEW_f3_sp1_4_rev.tif,2068-31018-1219.tif,4,20,20,,,3,1,
Batch4,,12jan17_4jan17_LEW_f3_sp1_5_rev.tif,23002-30115-2319.tif,4,20,24,,,0,1,
Batch4,X,12jan17_4jan17_LEW_f3_sp1_6_rev.tif,12963-464-2619.tif,,,14,,,,,bad signal
Batch4,,12jan17_4jan17_LEW_f3_sp1_8_rev.tif,16922-20043-22712.tif,1,20,31,,,1,0,
Batch4,,12jan17_4jan17_LEW_f3_sp1_9_rev.tif,3359-4814-32582.tif,2,20,21,,,1,0,
Batch4,,14mar16_16jan16_G_f1_sp1_1_rev.tif,20161-14681-26470.tif,3,20,31,,,0,0,
Batch4,,15mar16_16jan16_G_f1_sp1_1_rev.tif,6073-28892-14718.tif,2,20,22,,,0,1,achiasmy at ends
Batch4,,15mar16_16jan16_G_f1_sp1_10_rev.tif,26867-411-24164.tif,2,20,32,,,0,0,
Batch4,,15mar16_16jan16_G_f1_sp1_2_rev.tif,31017-27745-16194.tif,2,20,31,,,0,0,
Batch4,,15mar16_16jan16_G_f1_sp1_3_rev.tif,14190-22829-32540.tif,2,20,37,,,0,0,
Batch4,,15mar16_16jan16_G_f1_sp1_4_rev.tif,11773-14525-9736.tif,2,20,35,,,0,0,seperated centromere ends
Batch4,,15mar16_16jan16_G_f1_sp1_5_rev.tif,31346-6531-21457.tif,2,20,30,,,0,1,
Batch4,,15mar16_16jan16_G_f1_sp1_6_rev.tif,22809-31897-18502.tif,2,20,29,,,0,3,
Batch4,,15mar16_16jan16_G_f1_sp1_7_rev.tif,4648-32632-8597.tif,1,20,31,,,0,0,
Batch4,,15mar16_16jan16_G_f1_sp1_8_rev.tif,23619-27544-22572.tif,1,20,28,,,0,0,
Batch4,,15mar16_16jan16_G_f1_sp1_9_rev.tif,30883-727-1756.tif,1,20,29,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_1_rev.tif,29387-14685-29676.tif,1,20,26,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_10_rev.tif,8862-26840-22229.tif,1,20,28,,,0,1,
Batch4,,16feb16_17mar16_G_f4_sp1_11_rev.tif,25420-12622-18694.tif,1,20,29,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_12_rev.tif,10455-20460-5317.tif,1,20,37,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_13_rev.tif,11999-8657-21416.tif,2,20,25,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_2_rev.tif,27358-24025-23137.tif,4,20,30,,,0,1,
Batch4,,16feb16_17mar16_G_f4_sp1_3_rev.tif,3473-15901-16593.tif,2,20,27,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_4_rev.tif,25498-707-13869.tif,1,20,27,,,0,1,
Batch4,,16feb16_17mar16_G_f4_sp1_6_rev.tif,13037-23208-8371.tif,2,20,33,,,0,0,
Batch4,,16feb16_17mar16_G_f4_sp1_7_rev.tif,4431-18421-22657.tif,2,20,22,,,1,0,
Batch4,,16feb16_17mar16_G_f4_sp1_8_rev.tif,24462-24005-12470.tif,3,20,22,,,1,1,
Batch4,,16feb16_17mar16_G_f4_sp1_9_rev.tif,30740-9882-32149.tif,1,20,29,,,0,0,
Batch4,X,19jan17_4jan17_LEW_f6_sp1_1_rev.tif,22085-5173-10201.tif,5,,18,,,,,
Batch4,,19jan17_4jan17_LEW_f6_sp1_11_rev.tif,16303-6189-5761.tif,5,20,23,,,2,0,not the best signal
Batch4,,19jan17_4jan17_LEW_f6_sp1_12_rev.tif,6027-9741-29849.tif,4,20,30,,,1,0,several broken SC
Batch4,,19jan17_4jan17_LEW_f6_sp1_13_rev.tif,19949-6525-31962.tif,5,20,31,,,0,2,several broken SC
Batch4,X,19jan17_4jan17_LEW_f6_sp1_18_rev.tif,23178-23636-12242.tif,,,18,,,,,
Batch4,,19jan17_4jan17_LEW_f6_sp1_19_rev.tif,28273-31805-22294.tif,3,20,21,,,4,6,
Batch4,X,19jan17_4jan17_LEW_f6_sp1_2_rev.tif,14057-16342-23740.tif,5,,12,,,,,
Batch4,X,19jan17_4jan17_LEW_f6_sp1_22_rev.tif,17605-26087-23682.tif,,,,,,,,bad signal and SC
Batch4,,19jan17_4jan17_LEW_f6_sp1_23_rev.tif,26011-21187-17507.tif,1,20,24,,,1,1,
Batch4,,19jan17_4jan17_LEW_f6_sp1_24_rev.tif,3300-16688-2323.tif,4,20,19,,,4,2,
Batch4,,19jan17_4jan17_LEW_f6_sp1_26_rev.tif,6278-13447-16994.tif,1,20,26,,,0,1,
Batch4,,19jan17_4jan17_LEW_f6_sp1_27_rev.tif,28777-10239-8943.tif,5,20,15,,,,,
Batch4,,19jan17_4jan17_LEW_f6_sp1_28_rev.tif,22775-24195-16995.tif,2,20,28,,,0,1,possible duplicate?
Batch4,,19jan17_4jan17_LEW_f6_sp1_30_rev.tif,23924-6594-7020.tif,5,20,22,,,4,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_35_rev.tif,23775-18082-15030.tif,3,20,20,,,1,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_37_rev.tif,22350-12345-3538.tif,5,20,16,,,6,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_39_rev.tif,7851-1824-29938.tif,1,20,33,,,0,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_40_rev.tif,3423-22560-20149.tif,4,20,21,,,0,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_43_rev.tif,28061-13150-15200.tif,5,20,24,,,2,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_44_rev.tif,5495-30477-28711.tif,3,20,27,,,0,0,potential duplicate. Many broken SC
Batch4,,19jan17_4jan17_LEW_f6_sp1_45_rev.tif,8955-2314-4202.tif,1,20,21,,,1,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_46_rev.tif,28177-22646-13100.tif,3,20,31,,,0,0,
Batch4,,19jan17_4jan17_LEW_f6_sp1_6_rev.tif,10629-30332-30018.tif,4,20,24,,,2,1,broken sc
Batch4,,19jan17_4jan17_LEW_f6_sp1_7_rev.tif,9952-11113-10261.tif,3,20,23,,,3,4,
Batch4,X,19jan17_4jan17_LEW_f6_sp1_8_rev.tif,20459-2251-28467.tif,5,,17,yes,,,,
Batch4,,19jan17_4jan17_LEW_f6_sp1_9_rev.tif,25173-18834-30430.tif,3,20,23,,,2,2,
Batch4,,19jan17_4jan17_LEW_f7_sp1_10_rev.tif,5923-2635-3997.tif,5,20,24,,,1,1,
Batch4,,19jan17_4jan17_LEW_f7_sp1_11_rev.tif,4917-32242-3228.tif,3,20,28,,,0,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_12_rev.tif,9645-13887-12390.tif,3,20,27,,,0,2,
Batch4,,19jan17_4jan17_LEW_f7_sp1_17_rev.tif,16584-19408-3104.tif,4,20,23,,,2,1,
Batch4,,19jan17_4jan17_LEW_f7_sp1_18_rev.tif,9509-4526-5369.tif,4,21,20,,,2,2,tangle
Batch4,,19jan17_4jan17_LEW_f7_sp1_19_rev.tif,8531-9927-3923.tif,2,20,26,,,0,2,
Batch4,,19jan17_4jan17_LEW_f7_sp1_22_rev.tif,16813-8852-9262.tif,2,20,31,,,0,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_24_rev.tif,19935-13054-21501.tif,3,20,28,,,0,0,possible duplicate?
Batch4,,19jan17_4jan17_LEW_f7_sp1_25_rev.tif,23322-13800-2493.tif,5,20,26,,,1,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_26_rev.tif,879-4344-10739.tif,2,20,26,,,2,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_27_rev.tif,17900-31283-19963.tif,1,20,26,,,1,0,
Batch4,X?,19jan17_4jan17_LEW_f7_sp1_28_rev.tif,9528-31346-12769.tif,5,20,17,,,4,0,broken SC and red noise
Batch4,,19jan17_4jan17_LEW_f7_sp1_29_rev.tif,20078-14246-26898.tif,5,20,21,,,0,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_3_rev.tif,6053-32589-9210.tif,5,20,25,,,1,1,several broken SC and red noise
Batch4,,19jan17_4jan17_LEW_f7_sp1_30_rev.tif,20609-7753-807.tif,4,20,25,,,1,0,
Batch4,X bad signal,19jan17_4jan17_LEW_f7_sp1_31_rev.tif,6814-12273-4866.tif,5,,20,,,,,
Batch4,,19jan17_4jan17_LEW_f7_sp1_32_rev.tif,7717-18280-29831.tif,5,20,25,,,1,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_4_rev.tif,30454-32551-22163.tif,2,20,20,,,2,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_5_rev.tif,26119-1398-20728.tif,5,20,36,,,0,3,"broken SC, several split asynasped bivalents"
Batch4,X,19jan17_4jan17_LEW_f7_sp1_6_rev.tif,30582-5537-16415.tif,5,21,25,,,0,3,
Batch4,,19jan17_4jan17_LEW_f7_sp1_7_rev.tif,17367-14469-32427.tif,2,20,23,,,2,0,
Batch4,,19jan17_4jan17_LEW_f7_sp1_8_rev.tif,5270-23274-27682.tif,4,20,29,,,0,1,
Batch4,,19jan17_4jan17_LEW_f7_sp1_9_rev.tif,22162-7404-22798.tif,5,20,32,,,1,1,
Batch4,,22nov16_13nov16_MSM_f2_sp1_1_rev.tif,25118-5241-9539.tif,1,20,24,,,0,0,
Batch4,,22nov16_13nov16_MSM_f2_sp1_10_rev.tif,22150-27192-26051.tif,3,20,33,,,0,1,
Batch4,,22nov16_13nov16_MSM_f2_sp1_11_rev.tif,32364-17669-26673.tif,3,20,28,,,2,0,
Batch4,,22nov16_13nov16_MSM_f2_sp1_12_rev.tif,24499-17485-10899.tif,3,20,24,,,1,0,
Batch4,,22nov16_13nov16_MSM_f2_sp1_13_rev.tif,6962-32748-2863.tif,2,20,29,,,0,1,
Batch4,,22nov16_13nov16_MSM_f2_sp1_14_rev.tif,25992-10438-21532.tif,1,20,27,,,0,0,staggered centromere
Batch4,,22nov16_13nov16_MSM_f2_sp1_15_rev.tif,28439-4768-10307.tif,5,20,20,,,2,2,stuttered centromeres
Batch4,,22nov16_13nov16_MSM_f2_sp1_16_rev.tif,3475-13866-4422.tif,2,20,26,,,2,0,
Batch4,,22nov16_13nov16_MSM_f2_sp1_17_rev.tif,9725-18341-3447.tif,2,20,28,,,0,3,
Batch4,,22nov16_13nov16_MSM_f2_sp1_18_rev.tif,7442-26297-3407.tif,2,20,27,,,0,0,1 broken SC
Batch4,,22nov16_13nov16_MSM_f2_sp1_19_rev.tif,2072-8336-32613.tif,2,20,31,,,0,1,
Batch4,,22nov16_13nov16_MSM_f2_sp1_20_rev.tif,5382-21069-23543.tif,1,20,37,,,0,0,
Batch4,,22nov16_13nov16_MSM_f2_sp1_3_rev.tif,1257-22769-20013.tif,3,20,29,,,1,0,
Batch4,,22nov16_13nov16_MSM_f2_sp1_4.1_rev.tif,16557-16385-5438.tif,2,20,32,,,0,2,
Batch4,,22nov16_13nov16_MSM_f2_sp1_4.2_rev.tif,21706-28042-7563.tif,3,20,28,,,0,3,
Batch4,,22nov16_13nov16_MSM_f2_sp1_6_rev.tif,23930-12748-11431.tif,2,20,25,,,0,1,
Batch4,,22nov16_13nov16_MSM_f2_sp1_7_rev.tif,30735-14236-21147.tif,2,20,28,,,0,0,centromere on teo ends of chrm. Double centromere
Batch4,,22nov16_13nov16_MSM_f2_sp1_8_rev.tif,30680-23520-20794.tif,3,20,22,,,1,1,staggered centromeres
Batch4,,22nov16_30sep16_MSM_f2_sp1_10_rev.tif,30407-30594-23202.tif,3,20,28,,,1,2,
Batch4,,22nov16_30sep16_MSM_f2_sp1_12_rev.tif,5373-16294-25516.tif,1,20,26,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_13.1_rev.tif,14346-13395-25407.tif,2,20,23,,,1,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_13.2_rev.tif,31576-21477-31075.tif,2,20,22,,,0,0,staggered centromere
Batch4,,22nov16_30sep16_MSM_f2_sp1_14.1_rev.tif,1638-1555-30044.tif,4,20,21,,,5,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_14.2_rev.tif,30022-553-5067.tif,2,20,22,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_15_rev.tif,23414-24180-6251.tif,4,20,31,,,1,1,1 split centromere
Batch4,,22nov16_30sep16_MSM_f2_sp1_16_rev.tif,28385-14046-13180.tif,2,20,28,,,2,1,
Batch4,,22nov16_30sep16_MSM_f2_sp1_18_rev.tif,23503-29823-28903.tif,4,20,22,,,4,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_19_rev.tif,30201-20184-18220.tif,1,20,31,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_2_rev.tif,22125-19790-28154.tif,3,20,24,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_20_rev.tif,25549-4545-32334.tif,2,20,24,,,2,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_21_rev.tif,3997-26686-17503.tif,1,20,26,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_22_rev.tif,6883-16334-23576.tif,1,20,29,,,1,0,staggered centromere
Batch4,,22nov16_30sep16_MSM_f2_sp1_23_rev.tif,6340-22038-3154.tif,2,20,34,,,1,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_24_rev.tif,1653-19257-1624.tif,2,20,26,,,0,1,
Batch4,,22nov16_30sep16_MSM_f2_sp1_25_rev.tif,4072-31973-10648.tif,2,20,36,,,0,2,
Batch4,,22nov16_30sep16_MSM_f2_sp1_3_rev.tif,17340-1046-858.tif,2,20,35,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_4_rev.tif,29962-54-29165.tif,1,20,28,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_5_rev.tif,1862-23344-26945.tif,2,20,28,,,0,1,
Batch4,,22nov16_30sep16_MSM_f2_sp1_6_rev.tif,4240-6476-27028.tif,1,20,26,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_7_rev.tif,17913-25345-26482.tif,1,20,26,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_8.1_rev.tif,12524-21447-8781.tif,2,20,28,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_8.2_rev.tif,12968-27203-13344.tif,1,20,27,,,0,0,
Batch4,,22nov16_30sep16_MSM_f2_sp1_9_rev.tif,17516-18960-21753.tif,3,20,29,,,0,2,
Batch4,,29nov16_13nov16_MSM_f1_sp1_1_rev.tif,15161-19324-15085.tif,4,20,24,,,2,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_10_rev.tif,25199-27241-20637.tif,4,20,36,,,0,2,
Batch4,,29nov16_13nov16_MSM_f1_sp1_11_rev.tif,13836-17999-31171.tif,3,20,24,,,2,0,one seperated centromere
Batch4,,29nov16_13nov16_MSM_f1_sp1_12_rev.tif,223-23701-13822.tif,1,20,31,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_13_rev.tif,25874-25373-20374.tif,2,20,34,,,0,1,
Batch4,,29nov16_13nov16_MSM_f1_sp1_14_rev.tif,32014-26605-10661.tif,2,20,31,,,0,1,
Batch4,,29nov16_13nov16_MSM_f1_sp1_15_rev.tif,2290-15198-14860.tif,1,20,25,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_16_rev.tif,10080-25021-12361.tif,2,20,23,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_17_rev.tif,32170-5289-5046.tif,2,20,23,,,3,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_18_rev.tif,17949-27949-5727.tif,3,20,24,,,0,3,a couple centromere seperation. Staggered centromeres
Batch4,,29nov16_13nov16_MSM_f1_sp1_19_rev.tif,29714-29135-3081.tif,1,20,30,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_2_rev.tif,10057-11093-28301.tif,5,20,30,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_20_rev.tif,24290-25434-28505.tif,1,20,29,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_21_rev.tif,32723-28401-17958.tif,1,20,28,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_22_rev.tif,80-18978-7336.tif,1,20,31,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_23_rev.tif,2643-29194-18286.tif,4,20,30,,,0,0,strained SC
Batch4,,29nov16_13nov16_MSM_f1_sp1_24.1_rev.tif,1433-9283-16438.tif,1,20,28,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_24.2_rev.tif,14903-404-28305.tif,3,20,23,,,1,5,several seperating bivalents
Batch4,,29nov16_13nov16_MSM_f1_sp1_25_rev.tif,29905-30491-31503.tif,2,20,32,,,0,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_26_rev.tif,12522-25508-16969.tif,2,20,27,,,2,0,
Batch4,,29nov16_13nov16_MSM_f1_sp1_27_rev.tif,9931-2334-16142.tif,2,20,24,,,1,1,staggered centromeres
Batch4,,29nov16_13nov16_MSM_f1_sp1_28_rev.tif,8505-24245-27254.tif,2,20,32,,,1,0,
