fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated.1pass.0fail,curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
10apr15_31mar15_WSB_m1_sp1_2.2_rev,71,4.8936,0.0688,10,10apr15_31mar15_WSB_m1_sp1_2.2_rev_10,1,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,47,6.9594,0.14834,14,10apr15_31mar15_WSB_m1_sp1_2.2_rev_14,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,63,1.6393,0.025875,15,10apr15_31mar15_WSB_m1_sp1_2.2_rev_15,1,1,,,1,58,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,80,3.171,0.039484,16,10apr15_31mar15_WSB_m1_sp1_2.2_rev_16,1,0,,,1,18,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,68,4.4444,0.06534,17,10apr15_31mar15_WSB_m1_sp1_2.2_rev_17,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,70,4.9901,0.071659,18,10apr15_31mar15_WSB_m1_sp1_2.2_rev_18,1,1,,,1,61,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,61,4.1784,0.068542,19,10apr15_31mar15_WSB_m1_sp1_2.2_rev_19,1,1,,,1,31,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,45,3.5425,0.079444,20,10apr15_31mar15_WSB_m1_sp1_2.2_rev_20,1,1,,,1,38,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,48,6.9125,0.14423,3,10apr15_31mar15_WSB_m1_sp1_2.2_rev_3,1,0,,,2,16,44,,faint foci
10apr15_31mar15_WSB_m1_sp1_2.2_rev,95,3.7527,0.03968,4,10apr15_31mar15_WSB_m1_sp1_2.2_rev_4,1,1,,,2,8,90,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,71,2.7273,0.03847,5,10apr15_31mar15_WSB_m1_sp1_2.2_rev_5,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,84,5.311,0.063261,6,10apr15_31mar15_WSB_m1_sp1_2.2_rev_6,1,0,,,0,,,,
10apr15_31mar15_WSB_m1_sp1_2.2_rev,72,4.0591,0.056403,7,10apr15_31mar15_WSB_m1_sp1_2.2_rev_7,0,,,,,,,,some asynapsis
10apr15_31mar15_WSB_m1_sp1_2.2_rev,66,2.9032,0.044058,9,10apr15_31mar15_WSB_m1_sp1_2.2_rev_9,1,1,,,1,21,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,79,3.7539,0.047638,1,10apr15_31mar15_WSB_m1_sp1_2_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,64,4.582,0.071112,10,10apr15_31mar15_WSB_m1_sp1_2_rev_10,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,66,2.5806,0.03929,11,10apr15_31mar15_WSB_m1_sp1_2_rev_11,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,132,2.2581,0.017101,13,10apr15_31mar15_WSB_m1_sp1_2_rev_13,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,71,4.6442,0.06552,14,10apr15_31mar15_WSB_m1_sp1_2_rev_14,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,64,6.9699,0.10957,18,10apr15_31mar15_WSB_m1_sp1_2_rev_18,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,46,7.1334,0.15391,19,10apr15_31mar15_WSB_m1_sp1_2_rev_19,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,67,6.7408,0.10135,20,10apr15_31mar15_WSB_m1_sp1_2_rev_20,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,63,1.6393,0.025847,22,10apr15_31mar15_WSB_m1_sp1_2_rev_22,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,40,1.7391,0.04366,23,10apr15_31mar15_WSB_m1_sp1_2_rev_23,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,80,3.1706,0.039551,24,10apr15_31mar15_WSB_m1_sp1_2_rev_24,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,65,3.2409,0.049662,25,10apr15_31mar15_WSB_m1_sp1_2_rev_25,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,70,4.9324,0.070286,26,10apr15_31mar15_WSB_m1_sp1_2_rev_26,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,72,10.14,0.13994,27,10apr15_31mar15_WSB_m1_sp1_2_rev_27,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,89,4.8371,0.054444,28,10apr15_31mar15_WSB_m1_sp1_2_rev_28,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,61,4.1777,0.068534,29,10apr15_31mar15_WSB_m1_sp1_2_rev_29,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,48,7.2082,0.15057,3,10apr15_31mar15_WSB_m1_sp1_2_rev_3,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,44,3.5426,0.080792,30,10apr15_31mar15_WSB_m1_sp1_2_rev_30,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,88,4.7564,0.053862,32,10apr15_31mar15_WSB_m1_sp1_2_rev_32,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,95,3.7528,0.039638,4,10apr15_31mar15_WSB_m1_sp1_2_rev_4,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,71,2.4242,0.034172,5,10apr15_31mar15_WSB_m1_sp1_2_rev_5,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,84,5.2068,0.062022,6,10apr15_31mar15_WSB_m1_sp1_2_rev_6,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,59,5.0401,0.08591,7,10apr15_31mar15_WSB_m1_sp1_2_rev_7,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_2_rev,72,4.0593,0.056122,8,10apr15_31mar15_WSB_m1_sp1_2_rev_8,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,68,3.8976,0.057325,10,10apr15_31mar15_WSB_m1_sp1_3_rev_10,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,31,1.875,0.060653,12,10apr15_31mar15_WSB_m1_sp1_3_rev_12,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,77,5.8723,0.07593,15,10apr15_31mar15_WSB_m1_sp1_3_rev_15,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,84,3.5959,0.042612,16,10apr15_31mar15_WSB_m1_sp1_3_rev_16,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,28,2.2222,0.077999,17,10apr15_31mar15_WSB_m1_sp1_3_rev_17,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,89,2.6866,0.03018,18,10apr15_31mar15_WSB_m1_sp1_3_rev_18,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,56,8.1467,0.14583,21,10apr15_31mar15_WSB_m1_sp1_3_rev_21,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,50,9.1429,0.18402,22,10apr15_31mar15_WSB_m1_sp1_3_rev_22,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,53,1.6129,0.030525,3,10apr15_31mar15_WSB_m1_sp1_3_rev_3,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,25,4.3312,0.17136,5,10apr15_31mar15_WSB_m1_sp1_3_rev_5,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,35,4.6429,0.13348,8,10apr15_31mar15_WSB_m1_sp1_3_rev_8,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_3_rev,90,2.5714,0.028597,9,10apr15_31mar15_WSB_m1_sp1_3_rev_9,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,92,3.2432,0.035345,1,10apr15_31mar15_WSB_m1_sp1_4_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,56,11.1111,0.19674,18,10apr15_31mar15_WSB_m1_sp1_4_rev_18,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,123,2.3529,0.019111,19,10apr15_31mar15_WSB_m1_sp1_4_rev_19,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,59,4.5792,0.078268,2,10apr15_31mar15_WSB_m1_sp1_4_rev_2,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,70,5.8061,0.08278,3,10apr15_31mar15_WSB_m1_sp1_4_rev_3,1,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,92,5.066,0.055057,4,10apr15_31mar15_WSB_m1_sp1_4_rev_4,1,0,,,1,59,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,92,2.697,0.02938,5,10apr15_31mar15_WSB_m1_sp1_4_rev_5,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,71,3.8386,0.053736,6,10apr15_31mar15_WSB_m1_sp1_4_rev_6,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,57,3.7807,0.066029,7,10apr15_31mar15_WSB_m1_sp1_4_rev_7,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,78,2.2857,0.029262,8,10apr15_31mar15_WSB_m1_sp1_4_rev_8,1,0,,,1,35,,,
10apr15_31mar15_WSB_m1_sp1_4_rev,63,4.0192,0.063772,9,10apr15_31mar15_WSB_m1_sp1_4_rev_9,1,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,48,2.7273,0.05659,10,10apr15_31mar15_WSB_m1_sp1_5_rev_10,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,76,4.5218,0.059664,13,10apr15_31mar15_WSB_m1_sp1_5_rev_13,1,1,,,1,59,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,40,6.1429,0.15408,14,10apr15_31mar15_WSB_m1_sp1_5_rev_14,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,33,1.6129,0.048333,15,10apr15_31mar15_WSB_m1_sp1_5_rev_15,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,61,4.1067,0.066831,18,10apr15_31mar15_WSB_m1_sp1_5_rev_18,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,87,11.5585,0.13278,19,10apr15_31mar15_WSB_m1_sp1_5_rev_19,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,66,4.5593,0.069012,2,10apr15_31mar15_WSB_m1_sp1_5_rev_2,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,59,3.0303,0.051719,3,10apr15_31mar15_WSB_m1_sp1_5_rev_3,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,64,4.089,0.063967,4,10apr15_31mar15_WSB_m1_sp1_5_rev_4,1,0,,,2,48,61,,
10apr15_31mar15_WSB_m1_sp1_5_rev,104,5.6502,0.054079,5,10apr15_31mar15_WSB_m1_sp1_5_rev_5,1,0,,,2,30,98,,
10apr15_31mar15_WSB_m1_sp1_5_rev,76,4.7394,0.062371,6,10apr15_31mar15_WSB_m1_sp1_5_rev_6,1,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,61,3.5308,0.058231,7,10apr15_31mar15_WSB_m1_sp1_5_rev_7,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,54,5.4495,0.10151,8,10apr15_31mar15_WSB_m1_sp1_5_rev_8,1,0,,,1,37,,,
10apr15_31mar15_WSB_m1_sp1_5_rev,84,2.7273,0.032551,9,10apr15_31mar15_WSB_m1_sp1_5_rev_9,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,38,2,0.052821,1,10apr15_31mar15_WSB_m1_sp1_6_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,38,3.1307,0.082282,10,10apr15_31mar15_WSB_m1_sp1_6_rev_10,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,40,4.0145,0.099614,12,10apr15_31mar15_WSB_m1_sp1_6_rev_12,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,39,2.546,0.064791,4,10apr15_31mar15_WSB_m1_sp1_6_rev_4,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,33,3.8456,0.11587,5,10apr15_31mar15_WSB_m1_sp1_6_rev_5,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,56,2.5682,0.045583,6,10apr15_31mar15_WSB_m1_sp1_6_rev_6,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_6_rev,98,15.3476,0.15694,7,10apr15_31mar15_WSB_m1_sp1_6_rev_7,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,67,3.6727,0.054693,1,10apr15_31mar15_WSB_m1_sp1_7_rev_1,1,0,,,4,10,16,28,"60  many foci, not sure how much is noise"
10apr15_31mar15_WSB_m1_sp1_7_rev,55,5.1847,0.093541,10,10apr15_31mar15_WSB_m1_sp1_7_rev_10,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,49,4.61,0.093383,13,10apr15_31mar15_WSB_m1_sp1_7_rev_13,1,0,,,1,37,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,69,2.8177,0.040948,14,10apr15_31mar15_WSB_m1_sp1_7_rev_14,1,1,,,2,21,47,,
10apr15_31mar15_WSB_m1_sp1_7_rev,58,2.1212,0.036404,2,10apr15_31mar15_WSB_m1_sp1_7_rev_2,1,0,,,1,34,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,60,3.8399,0.064127,3,10apr15_31mar15_WSB_m1_sp1_7_rev_3,1,0,,,1,33,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,68,3.8536,0.056634,4,10apr15_31mar15_WSB_m1_sp1_7_rev_4,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,74,3.2112,0.043315,5,10apr15_31mar15_WSB_m1_sp1_7_rev_5,1,0,,,2,18,56,,
10apr15_31mar15_WSB_m1_sp1_7_rev,67,2.5714,0.038623,7,10apr15_31mar15_WSB_m1_sp1_7_rev_7,1,1,,,1,62,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,75,4.6784,0.062314,8,10apr15_31mar15_WSB_m1_sp1_7_rev_8,0,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_7_rev,46,4.5518,0.098995,9,10apr15_31mar15_WSB_m1_sp1_7_rev_9,1,1,,,1,30,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,71,3.3993,0.047796,1,10apr15_31mar15_WSB_m1_sp1_8_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,63,3.575,0.057151,11,10apr15_31mar15_WSB_m1_sp1_8_rev_11,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,35,2.3188,0.067112,14,10apr15_31mar15_WSB_m1_sp1_8_rev_14,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,90,4.7637,0.052694,2,10apr15_31mar15_WSB_m1_sp1_8_rev_2,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,59,5.9972,0.10095,3,10apr15_31mar15_WSB_m1_sp1_8_rev_3,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,69,4.0595,0.058468,4,10apr15_31mar15_WSB_m1_sp1_8_rev_4,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,53,1.9718,0.037165,5,10apr15_31mar15_WSB_m1_sp1_8_rev_5,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,65,2.6729,0.041045,6,10apr15_31mar15_WSB_m1_sp1_8_rev_6,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,56,4.3417,0.077774,7,10apr15_31mar15_WSB_m1_sp1_8_rev_7,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,51,2.0896,0.040772,8,10apr15_31mar15_WSB_m1_sp1_8_rev_8,,,,,,,,,
10apr15_31mar15_WSB_m1_sp1_8_rev,81,1.2903,0.015891,9,10apr15_31mar15_WSB_m1_sp1_8_rev_9,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,49,3.6066,0.074139,1,10apr15_31mar15_WSB_m3_sp1_1_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,59,5.4553,0.092466,10,10apr15_31mar15_WSB_m3_sp1_1_rev_10,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,99,3.3333,0.033689,11,10apr15_31mar15_WSB_m3_sp1_1_rev_11,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,65,2.6029,0.040242,12,10apr15_31mar15_WSB_m3_sp1_1_rev_12,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,89,3.9541,0.044384,13,10apr15_31mar15_WSB_m3_sp1_1_rev_13,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,83,5.5871,0.067689,15,10apr15_31mar15_WSB_m3_sp1_1_rev_15,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,68,4.7489,0.069368,16,10apr15_31mar15_WSB_m3_sp1_1_rev_16,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,160,18.2736,0.11418,17,10apr15_31mar15_WSB_m3_sp1_1_rev_17,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,82,4.9851,0.061024,18,10apr15_31mar15_WSB_m3_sp1_1_rev_18,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,98,6.2043,0.063011,2,10apr15_31mar15_WSB_m3_sp1_1_rev_2,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,91,2.3881,0.026234,3,10apr15_31mar15_WSB_m3_sp1_1_rev_3,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,72,3.2,0.044739,5,10apr15_31mar15_WSB_m3_sp1_1_rev_5,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,56,3.9344,0.070549,6,10apr15_31mar15_WSB_m3_sp1_1_rev_6,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,51,3.4783,0.068613,7,10apr15_31mar15_WSB_m3_sp1_1_rev_7,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,82,4.2423,0.051695,8,10apr15_31mar15_WSB_m3_sp1_1_rev_8,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_1_rev,142,3.2656,0.023045,9,10apr15_31mar15_WSB_m3_sp1_1_rev_9,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,99,4.4866,0.045124,1,10apr15_31mar15_WSB_m3_sp1_10.1_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,62,5.4554,0.088009,10,10apr15_31mar15_WSB_m3_sp1_10.1_rev_10,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,65,3.7103,0.057012,12,10apr15_31mar15_WSB_m3_sp1_10.1_rev_12,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,42,5.9928,0.14309,13,10apr15_31mar15_WSB_m3_sp1_10.1_rev_13,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,77,2.8125,0.036595,14,10apr15_31mar15_WSB_m3_sp1_10.1_rev_14,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,47,2.0588,0.044058,16,10apr15_31mar15_WSB_m3_sp1_10.1_rev_16,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,97,3.0662,0.031664,17,10apr15_31mar15_WSB_m3_sp1_10.1_rev_17,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,58,3.2133,0.055272,19,10apr15_31mar15_WSB_m3_sp1_10.1_rev_19,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,66,2.5352,0.038464,2,10apr15_31mar15_WSB_m3_sp1_10.1_rev_2,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,71,3.4843,0.049143,21,10apr15_31mar15_WSB_m3_sp1_10.1_rev_21,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,63,2.2535,0.035984,22,10apr15_31mar15_WSB_m3_sp1_10.1_rev_22,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,73,3.418,0.046532,23,10apr15_31mar15_WSB_m3_sp1_10.1_rev_23,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,85,6.0116,0.070839,24,10apr15_31mar15_WSB_m3_sp1_10.1_rev_24,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,81,3.1505,0.039084,3,10apr15_31mar15_WSB_m3_sp1_10.1_rev_3,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,81,4.2256,0.052013,4,10apr15_31mar15_WSB_m3_sp1_10.1_rev_4,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,110,1.7391,0.015823,5,10apr15_31mar15_WSB_m3_sp1_10.1_rev_5,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,71,3.5294,0.049769,6,10apr15_31mar15_WSB_m3_sp1_10.1_rev_6,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,69,3.4834,0.050546,7,10apr15_31mar15_WSB_m3_sp1_10.1_rev_7,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,49,4.6308,0.094971,8,10apr15_31mar15_WSB_m3_sp1_10.1_rev_8,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10.1_rev,34,4.6715,0.13912,9,10apr15_31mar15_WSB_m3_sp1_10.1_rev_9,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10_rev,55,9.6147,0.17413,1,10apr15_31mar15_WSB_m3_sp1_10_rev_1,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10_rev,80,3.5068,0.04383,10,10apr15_31mar15_WSB_m3_sp1_10_rev_10,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10_rev,82,4.9283,0.060364,12,10apr15_31mar15_WSB_m3_sp1_10_rev_12,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10_rev,110,1.1594,0.010533,14,10apr15_31mar15_WSB_m3_sp1_10_rev_14,,,,,,,,,
10apr15_31mar15_WSB_m3_sp1_10_rev,71,3.5294,0.049665,16,10apr15_31mar15_WSB_m3_sp1_10_rev_16,,,,,,,,,
