Batch,,Original.Name,Random.Name ,quality,n,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
Batch2,,21nov16_16jan16_G_f2_sp1_9_rev.tif,2180-24054-17823.tif,2,20,21,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_9_rev.tif,23893-3411-10119.tif,2,20,21,no,,0,0,
Batch2,,17nov16_3nov15_WSB_f1_sp3_8_rev.tif,24279-20226-4481.tif,2,20,21,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_32_rev.tif,24602-10817-2026.tif,2,20,22,no,,0,0,
Batch2,,14mar16_16jan16_G_f2_sp1_1_rev.tif,24632-31077-11880.tif,2,20,29,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_6_rev.tif,26961-31718-4745.tif,2,20,23,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_14_rev.tif,27307-27291-8850.tif,2,20,32,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_13_rev.tif,27319-5149-30057.tif,2,20,33,no,,0,0,
Batch2,,17nov16_3nov15_WSB_f1_sp3_2_rev.tif,27347-14836-28727.tif,2,20,22,no,,1,0,
Batch2,,17nov16_17mar16_G_f1_sp1_9_rev.tif,27356-14023-10448.tif,2,20,35,no,,0,0,possible non homolog tangle
Batch2,,27mar16_17mar16_G_f1_sp1_4_rev.tif,27767-19915-27332.tif,2,20,28,no,,0,0,
Batch2,,27mar16_17mar16_G_f1_sp1_13_rev.tif,27958-25523-25475.tif,2,20,29,no,,0,0,possible non homolog tangle
Batch2,,15mar16_16jan16_G_f2_sp1_19_rev.tif,28245-7782-15994.tif,2,20,23,no,,1,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_15_rev.tif,28869-2969-13252.tif,2,20,29,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_36_rev.tif,29206-32321-4552.tif,2,20,25,no,,0,0,
Batch2,,27mar16_17mar16_G_f5_sp1_7_rev.tif,30470-32211-31296.tif,2,20,29,no,,0,0,
Batch2,,15mar16_16jan16_G_f2_sp1_30_rev.tif,5667-27560-2465.tif,2,20,25,no,,0,0,1 broken SC
Batch2,,21nov16_16jan16_G_f2_sp1_13_rev.tif,5762-17910-14291.tif,2,20,36,no,,0,0,1 broken SC
Batch2,,17nov16_17mar16_G_f1_sp1_34_rev.tif,71-11036-28301.tif,2,20,37,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_11_rev.tif,7848-23346-26737.tif,2,20,26,no,,0,0,1 broken SC
Batch2,,17nov16_17mar16_G_f1_sp1_24_rev.tif,9793-12282-29857.tif,2,20,30,no,,0,0,
Batch2,,21nov16_16jan16_G_f2_sp1_11_rev.tif,804-23419-1319.tif,2,20,28,no,,1,0,
Batch2,,27mar16_17mar16_G_f1_sp1_11_rev.tif,13516-10967-16898.tif,2,20,29,no,,0,1,
Batch2,,15mar16_16jan16_G_f2_sp1_8_rev.tif,14917-17117-9896.tif,2,20,24,no,,0,1,
Batch2,,27mar16_17mar16_G_f5_sp1_9_rev.tif,16607-4059-16456.tif,2,20,31,no,,0,1,1 asynapsis
Batch2,,17nov16_17mar16_G_f1_sp1_33_rev.tif,18307-6186-27726.tif,2,20,35,no,,0,1,
Batch2,,21nov16_16jan16_G_f2_sp1_15_rev.tif,26062-32460-7675.tif,2,20,41,no,,1,1,
Batch2,,9mar16_3nov15_WSB_f1_sp3_22_rev.tif,2847-18608-9292.tif,2,20,27,no,,0,1,
Batch2,,16nov16_17mar16_G_f5_sp1_11_rev.tif,7090-4758-25397.tif,2,20,26,no,,0,1,
Batch2,,9mar16_3nov15_WSB_f1_sp3_4_rev.tif,1269-30741-987.tif,2,20,23,no,,2,2,
Batch2,,27mar16_17mar16_G_f5_sp1_12_rev.tif,10672-14728-23880.tif,3,20,26,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_11_rev.tif,11036-25341-16314.tif,3,20,33,no,,1,0,
Batch2,,17nov16_17mar16_G_f1_sp1_12_rev.tif,11285-28740-5410.tif,3,20,28,no,,3,0,
Batch2,,17nov16_17mar16_G_f1_sp1_4_rev.tif,11534-8153-26386.tif,3,20,24,no,,1,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_19_rev.tif,12121-10313-9799.tif,3,20,20,no,,1,0,
Batch2,,17nov16_3nov15_WSB_f1_sp3_5_rev.tif,1220-19999-797.tif,3,20,31,no,,0,0,
Batch2,,8apr15_1apr15_PWD_f1_sp1_19_rev.tif,12254-20196-21078.tif,3,20,29,no,,0,0,
Batch2,,16nov16_17mar16_G_f5_sp1_6_rev.tif,12671-25655-32507.tif,3,20,29,no,,0,0,
Batch2,,21nov16_16jan16_G_f2_sp1_25_rev.tif,21983-12982-22719.tif,3,20,29,no,,1,0,
Batch2,,17nov16_17mar16_G_f1_sp1_10_rev.tif,22007-16077-23966.tif,3,20,30,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_21.2_rev.tif,2218-29032-26490.tif,3,20,29,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_29_rev.tif,22296-31970-7458.tif,3,20,30,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_26_rev.tif,22322-20935-26373.tif,3,20,26,no,,0,0,1 chrm looks XY
Batch2,,1may16_3nov15_WSB_f1_sp2_3_rev.tif,23241-14561-140.tif,3,20,29,no,,0,0,
Batch2,,8apr15_1apr15_PWD_f1_sp1_1_rev.tif,25316-27457-17411.tif,3,20,24,no,,0,0,
Batch2,,16nov16_17mar16_G_f5_sp1_9_rev.tif,25943-24570-12767.tif,3,20,24,no,,0,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_8_rev.tif,26461-15951-25234.tif,3,20,24,no,,2,0,
Batch2,,27mar16_17mar16_G_f1_sp1_6_rev.tif,27156-833-17879.tif,3,20,29,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_28_rev.tif,28155-28861-16893.tif,3,20,31,no,,0,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_9_rev.tif,28177-32127-26657.tif,3,20,24,no,,0,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_17_rev.tif,28288-32592-28798.tif,3,20,29,no,,0,0,1 broken SC
Batch2,,27mar16_17mar16_G_f1_sp1_17_rev.tif,29079-22253-2175.tif,3,20,30,no,,0,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_20_rev.tif,4047-3804-27704.tif,3,20,23,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_7_rev.tif,4779-30870-15504.tif,3,20,23,no,,0,0,some broken SC
Batch2,,9mar16_3nov15_WSB_f1_sp3_11_rev.tif,5595-31598-18658.tif,3,20,22,no,,0,0,
Batch2,,15mar16_16jan16_G_f2_sp1_22_rev.tif,5938-4625-31779.tif,3,20,30,no,,0,0,
Batch2,,15mar16_16jan16_G_f2_sp1_20_rev.tif,6313-10754-7484.tif,3,20,23,no,,0,0,"some broken SC, possible nonhomlog tangle"
Batch2,,16nov16_17mar16_G_f5_sp1_1_rev.tif,7186-17358-17637.tif,3,20,25,no,,1,0,
Batch2,,21nov16_16jan16_G_f2_sp1_22_rev.tif,9024-18022-9218.tif,3,20,34,no,,0,0,
Batch2,,21nov16_16jan16_G_f2_sp1_2_rev.tif,8168-4562-19535.tif,3,20,34,no,,0,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_13_rev.tif,945-20652-31920.tif,3,20,25,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_16_rev.tif,30332-19738-15267.tif,3,21,20,no,,1,1,might have one asynapsed chrm
Batch2,,8apr15_1apr15_PWD_f1_sp1_15_rev.tif,15184-1026-5863.tif,3,20,22,no,,1,1,
Batch2,,8apr15_1apr15_PWD_f1_sp1_13_rev.tif,17744-27293-1640.tif,3,20,23,no,,0,1,
Batch2,,9mar16_3nov15_WSB_f1_sp3_6_rev.tif,21608-2658-3940.tif,3,20,28,no,,0,1,
Batch2,,17nov16_3nov15_WSB_f1_sp3_1_rev.tif,23268-7307-31936.tif,3,20,20,no,,1,1,
Batch2,,1may16_3nov15_WSB_f1_sp2_10_rev.tif,23299-8892-23792.tif,3,20,33,no,,0,1,1 broken SC
Batch2,,21nov16_16jan16_G_f2_sp1_10_rev.tif,24905-16626-3841.tif,3,20,32,no,,1,1,
Batch2,,17nov16_17mar16_G_f1_sp1_23_rev.tif,25360-19162-26634.tif,3,20,24,no,,1,1,
Batch2,,17nov16_17mar16_G_f1_sp1_14_rev.tif,25917-5640-4224.tif,3,20,27,no,,2,1,
Batch2,,8apr15_1apr15_PWD_f1_sp1_16_rev.tif,27255-4474-9223.tif,3,20,27,no,,0,1,
Batch2,,17nov16_17mar16_G_f1_sp1_25.2_rev.tif,6258-5677-26519.tif,3,20,30,no,,0,1,
Batch2,,14oct16_12sep16_MSM_f1_sp1_18_rev.tif,7433-5716-28699.tif,3,20,22,no,,1,1,
Batch2,,8apr15_1apr15_PWD_f1_sp1_9_rev.tif,7837-9536-2963.tif,3,19,22,no,,2,1,
Batch2,,16nov16_17mar16_G_f5_sp1_12_rev.tif,18406-29398-4336.tif,3,20,31,no,,0,2,
Batch2,,16nov16_17mar16_G_f5_sp1_10_rev.tif,20178-25888-20481.tif,3,20,22,no,,0,3,
Batch2,,1may16_3nov15_WSB_f1_sp2_17_rev.tif,27852-10040-433.tif,3,20,26,no,,0,3,1 broken SC
Batch2,,29jun15_1apr15_PWD_f1_sp1_2_rev.tif,27416-24926-4889.tif,3,20,26,no,,0,4,asynaptic chrms
Batch2,,15mar16_16jan16_G_f2_sp1_7_rev.tif,11328-12349-30346.tif,4,20,26,no,,0,0,1 broken SC
Batch2,,21nov16_16jan16_G_f2_sp1_14_rev.tif,12100-14534-2032.tif,4,20,21,no,,3,0,
Batch2,,27mar16_17mar16_G_f1_sp1_1_rev.tif,13306-545-12884.tif,4,20,31,no,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_25.1_rev.tif,13411-29288-3367.tif,4,20,24,no,,1,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_15_rev.tif,1607-15463-31598.tif,4,20,19,no,,2,0,1 broken SC
Batch2,,14oct16_12sep16_MSM_f3_sp1_3_rev.tif,16660-20962-31002.tif,4,20,23,no,,3,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_16_rev.tif,18197-794-1678.tif,4,20,25,no,,0,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_23_rev.tif,18620-6421-1213.tif,4,20,23,no,,1,0,
Batch2,,15mar16_16jan16_G_f2_sp1_32_rev.tif,19530-1170-22686.tif,4,20,20,no,,3,0,might be duplicate
Batch2,,1may16_3nov15_WSB_f1_sp2_4_rev.tif,20068-22086-2703.tif,4,20,26,no,,0,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_3_rev.tif,20714-19623-28803.tif,4,20,23,no,,1,0,1 broken SC
Batch2,,14oct16_12sep16_MSM_f1_sp1_1_rev.tif,21108-21780-2494.tif,4,20,23,no,,1,0,
Batch2,,17nov16_3nov15_WSB_f1_sp3_4_rev.tif,21351-1307-22182.tif,4,20,28,no,,0,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_14_rev.tif,22116-3390-30779.tif,4,20,23,no,,2,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_26_rev.tif,23126-10777-416.tif,4,20,22,no,,2,0,might be duplicate
Batch2,,9mar16_3nov15_WSB_f1_sp3_21_rev.tif,23628-27781-28592.tif,4,20,23,no,,0,0,
Batch2,,1may16_3nov15_WSB_f1_sp2_12_rev.tif,24654-8535-3599.tif,4,20,21,no,,1,0,some broken SC
Batch2,,9mar16_3nov15_WSB_f1_sp3_28_rev.tif,24708-4741-16855.tif,4,20,21,no,,0,0,
Batch2,,15mar16_16jan16_G_f2_sp1_2_rev.tif,25140-22351-18187.tif,4,20,28,no,,0,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_19_rev.tif,2691-6661-3457.tif,4,20,24,no,,2,0,1 broken SC
Batch2,,17nov16_17mar16_G_f1_sp1_15_rev.tif,4477-14470-5082.tif,4,20,29,no,,1,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_6_rev.tif,4695-24604-27982.tif,4,20,26,no,,0,0,
Batch2,,15mar16_16jan16_G_f2_sp1_4_rev.tif,6071-16869-15371.tif,4,20,19,no,,3,0,
Batch2,,17nov16_3nov15_WSB_f1_sp3_12_rev.tif,6139-32048-9779.tif,4,20,25,no,,3,0,
Batch2,,15mar16_16jan16_G_f2_sp1_1_rev.tif,7257-7065-6572.tif,4,20,29,no,,0,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_7_rev.tif,7294-11772-26511.tif,4,20,18,no,,1,1,
Batch2,,21sep16_12sep16_MSM_f1_sp1_7.1_rev.tif,10977-22194-21089.tif,4,20,31,no,,0,1,
Batch2,,21nov16_16jan16_G_f2_sp1_4_rev.tif,897-11289-26920.tif,4,20,36,no,,0,1,some broken SC
Batch2,,17nov16_17mar16_G_f1_sp1_5_rev.tif,10824-28404-11069.tif,4,20,29,no,,0,2,blck cloud
Batch2,,15mar16_16jan16_G_f2_sp1_9_rev.tif,22462-28556-9633.tif,4,20,32,no,,0,2,
Batch2,,21sep16_12sep16_MSM_f1_sp1_9_rev.tif,1081-21988-12300.tif,5,20,19,no,,1,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_11_rev.tif,11594-856-5163.tif,5,20,23,no,,1,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_13_rev.tif,11622-15469-31107.tif,5,20,22,no,,0,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_29_rev.tif,13271-11812-7622.tif,5,20,19,no,,3,0,1 of the chrms looks XY
Batch2,,27mar16_17mar16_G_f1_sp1_5_rev.tif,16491-11125-4428.tif,5,20,21,no,,4,0,
Batch2,,27mar16_17mar16_G_f1_sp1_16_rev.tif,21504-1180-4443.tif,5,20,23,no,,3,0,
Batch2,,9mar16_3nov15_WSB_f1_sp3_14_rev.tif,24119-28062-13670.tif,5,20,22,no,,2,0,I broken SC
Batch2,,14oct16_12sep16_MSM_f1_sp1_2_rev.tif,25426-10318-31463.tif,5,20,28,no,,3,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_12_rev.tif,25680-21372-15201.tif,5,20,19,no,,2,0,
Batch2,,21sep16_12sep16_MSM_f1_sp1_4.3_rev.tif,2579-5645-20430.tif,5,20,18,no,,2,0,
Batch2,,8apr15_1apr15_PWD_f1_sp1_6_rev.tif,26017-19879-15064.tif,5,20,19,no,,2,0,
Batch2,,21sep16_12sep16_MSM_f1_sp1_4.2_rev.tif,26257-20533-16991.tif,5,20,20,no,,0,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_15_rev.tif,27161-6069-29228.tif,5,20,20,no,,4,0,
Batch2,,14oct16_12sep16_MSM_f1_sp1_10_rev.tif,4400-6418-4012.tif,5,20,16,no,,0,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_10_rev.tif,719-14849-9531.tif,5,20,16,no,,4,0,
Batch2,,27mar16_17mar16_G_f1_sp1_14_rev.tif,7722-21536-1009.tif,5,20,20,no,,3,0,
Batch2,,21sep16_12sep16_MSM_f1_sp1_3_rev.tif,13602-22398-1221.tif,5,20,19,no,,3,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_17_rev.tif,28482-29341-14888.tif,5,20,17,no,,2,0,1 broken SC
Batch2,,1oct16_12sep16_MSM_f3_sp1_20.2_rev.tif,29020-1125-21324.tif,5,20,20,no,,3,0,
Batch2,,1oct16_12sep16_MSM_f3_sp1_23_rev.tif,18273-28597-30752.tif,5,20,18,no,,3,1,
Batch2,,1oct16_12sep16_MSM_f3_sp1_21_rev.tif,3399-28469-19964.tif,5,20,21,no,,3,1,
Batch2,,8apr15_1apr15_PWD_f1_sp1_2_rev.tif,17501-17117-10853.tif,5,20,18,no,,5,3,
Batch2,,17nov16_17mar16_G_f1_sp1_3.2_rev.tif,1033-15945-28661.tif,1,20,28,yes,,0,0,
Batch2,,17nov16_17mar16_G_f1_sp1_31_rev.tif,14361-3297-30942.tif,1,20,25,yes,,1,0,
Batch2,,17nov16_17mar16_G_f1_sp1_3.1_rev.tif,8942-4654-12979.tif,2,20,36,yes,,0,1,
Batch2,,17nov16_17mar16_G_f1_sp1_21.1_rev.tif,21910-23805-20254.tif,3,20,32,yes,,0,0,
Batch2,,8apr15_1apr15_PWD_f1_sp1_14_rev.tif,7836-10037-7679.tif,3,20,29,yes,,0,0,some broken SC
Batch2,,1oct16_12sep16_MSM_f3_sp1_2_rev.tif,24027-26152-15732.tif,4,20,34,yes,,1,0,
Batch2,,15mar16_16jan16_G_f2_sp1_28_rev.tif,4750-25876-21106.tif,4,20,19,yes,,3,0,
Batch2,,8apr15_1apr15_PWD_f1_sp1_11_rev.tif,14509-3455-27890.tif,5,20,25,yes,,2,0,
Batch2,,8apr15_1apr15_PWD_f1_sp1_17_rev.tif,20368-30104-21254.tif,5,20,20,yes,,3,0,some broken SC
Batch2,,15mar16_16jan16_G_f2_sp1_31_rev.tif,24393-28164-30575.tif,5,20,30,yes,,1,0,some broken SC
Batch2,,21nov16_16jan16_G_f2_sp1_23_rev.tif,32181-508-17976.tif,5,20,17,yes,,5,1,
Batch2,,29jun15_1apr15_PWD_f1_sp1_3_rev.tif,10733-25687-28573.tif,5,20,26,yes,,1,3,
Batch2,,1may16_3nov15_WSB_f1_sp2_1_rev.tif,19785-20278-8751.tif,4,20,25,yes,,0,0,1 slightyly broken SC
Batch2,,15mar16_16jan16_G_f2_sp1_15_rev.tif,3653-11949-11518.tif,5,20,36,yes,,1,0,several broken SC
Batch2,,1oct16_12sep16_MSM_f3_sp1_16_rev.tif,12817-22772-29513.tif,5,20,21,,,5,1,1 broken SC
Batch2,,1oct16_12sep16_MSM_f3_sp1_19_rev.tif,692-13986-28652.tif,5,20,18,,,3,1,not very good
Batch2,,14oct16_12sep16_MSM_f1_sp1_3_rev.tif,6752-16982-4802.tif,5,20,30,,,1,1,several broken SC and higher background
