Batch,,Original.Name,Random.Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
Batch3,,29nov16_13nov16_MSM_m2_sp1_5.1_rev.tif,28318-15844-29711.tif,1,20,30,n,y,0,0,
Batch3,,29nov16_13nov16_MSM_m2_sp1_6.1_rev.tif,2023-28301-8432.tif,4,20,27,,y,2,0,
Batch3,,29nov16_13nov16_MSM_m2_sp1_7_rev.tif,59-18393-29582.tif,1,20,30,,y,0,0,
Batch3,,29nov16_13nov16_MSM_m2_sp1_8_rev.tif,31797-17567-29490.tif,2,20,26,,y,0,0,possible tanlge
Batch3,,29nov16_13nov16_MSM_m2_sp1_9_rev.tif,817-9854-3942.tif,4,20,30,,y,0,0,possible tangle
Batch3,,30nov16_13nov16_LEWES_m1_sp1_11_rev.tif,13876-20326-1135.tif,3,20,24,,y,1,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_12_rev.tif,10028-28252-27591.tif,4,20,23,,y,1,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_14_rev.tif,5889-5522-6418.tif,4,20,25,,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_15.1_rev.tif,20778-24710-19766.tif,5,20,23,,y,1,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_16.1_rev.tif,12753-21297-21482.tif,5,20,19,,y,1,0,signal not very good
Batch3,,30nov16_13nov16_LEWES_m1_sp1_17_rev.tif,27618-15239-5149.tif,4,20,33,,yes,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_18_rev.tif,18744-27907-31039.tif,2,20,25,yes,yes,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_19.1_rev.tif,27363-7007-24669.tif,2,20,27,,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_20_rev.tif,6653-28546-21303.tif,3,20,23,y,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_22.2_rev.tif,959-2160-27312.tif,2,20,23,,y,1,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_23_rev.tif,23842-15273-14899.tif,4,20,24,,y,0,0,possible tangle
Batch3,,30nov16_13nov16_LEWES_m1_sp1_24_rev.tif,32040-4540-12312.tif,4,20,28,,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_25.1_rev.tif,9066-30259-28617.tif,2,20,19,,,2,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_27_rev.tif,29-21679-3327.tif,3,20,22,y,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_28_rev.tif,16361-22985-25026.tif,3,20,29,,y,1,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_29_rev.tif,16569-6176-27191.tif,3,20,21,y,y,0,0,extra chrm noise
Batch3,,30nov16_13nov16_LEWES_m1_sp1_3_rev.tif,10605-9426-30890.tif,3,20,29,,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_30.1_rev.tif,2939-16326-32396.tif,5,20,24,y,y,0,0,possible duplicate?
Batch3,,30nov16_13nov16_LEWES_m1_sp1_4_rev.tif,26556-25769-12712.tif,2,20,26,,yes,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_5.1_rev.tif,22725-27857-14705.tif,3,20,21,,yes,2,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_5.2_rev.tif,2680-16155-1214.tif,4,20,19,Yes,,,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_6.1_rev.tif,14626-15420-399.tif,4,20,23,,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_7_rev.tif,30564-28521-14840.tif,1,20,25,n,y,0,0,
Batch3,,30nov16_13nov16_LEWES_m1_sp1_8_rev.tif,17634-7442-16299.tif,5,20,24,,y,0,0,several foci signal in centromere
Batch3,,30nov16_13nov16_LEWES_m1_sp1_9_rev.tif,21651-25908-13560.tif,4,20,25,,y,1,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_1.1_rev.tif,12708-25829-18375.tif,4,20,30,,y,0,0,very compact cell
Batch3,,30nov16_13nov16_MSM_m1_sp1_10_rev.tif,32735-29006-23569.tif,2,20,32,,yes,0,0,possible tangle
Batch3,,30nov16_13nov16_MSM_m1_sp1_11.1_rev.tif,31239-29463-1540.tif,1,20,33,n,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_11.2_rev.tif,11797-16839-6064.tif,3,20,23,,y,2,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_12_rev.tif,1255-19103-718.tif,2,20,32,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_13.1_rev.tif,27117-17025-6179.tif,3,20,30,,yes,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_13.2_rev.tif,7570-19701-18344.tif,2,20,30,,y,0,0,staggered centromeres. possible duplicate?
Batch3,,30nov16_13nov16_MSM_m1_sp1_13.3_rev.tif,9514-11075-26316.tif,2,20,30,,y,0,0,staggered centromeres
Batch3,,30nov16_13nov16_MSM_m1_sp1_14.1_rev.tif,3493-1005-15115.tif,2,20,28,,yes,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_14.2_rev.tif,30850-17814-1058.tif,3,20,22,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_15_rev.tif,29845-1706-12049.tif,2,20,33,,y,0,0,possible duplicate?
Batch3,,30nov16_13nov16_MSM_m1_sp1_16_rev.tif,16150-17356-26126.tif,2,20,31,yes,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_17_rev.tif,16906-10748-29157.tif,5,20,28,y,y,0,0,staggered centromere
Batch3,,30nov16_13nov16_MSM_m1_sp1_18_rev.tif,161-12279-8836.tif,2,20,32,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_19_rev.tif,20383-26293-49.tif,3,20,30,,yes,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_2_rev.tif,24000-9022-7185.tif,2,20,36,,,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_20_rev.tif,10672-21705-110.tif,3,20,33,,y,,,
Batch3,,30nov16_13nov16_MSM_m1_sp1_24_rev.tif,18893-4339-12257.tif,2,20,30,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_25.1_rev.tif,9505-435-24503.tif,1,20,32,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_25.3_rev.tif,12402-27679-9453.tif,4,20,31,y,yes,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_26.2_rev.tif,10000-7100-5258.tif,3,20,31,,y,0,0,staggered centromere
Batch3,,30nov16_13nov16_MSM_m1_sp1_28_rev.tif,8670-24092-23136.tif,3,20,32,,y,0,0,possible tangle
Batch3,,30nov16_13nov16_MSM_m1_sp1_29.1_rev.tif,31118-11081-18105.tif,2,20,33,n,y,0,0,staggered centromeres
Batch3,,30nov16_13nov16_MSM_m1_sp1_29.2_rev.tif,1844-24401-21635.tif,2,20,30,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_30.1_rev.tif,665-6937-6452.tif,2,20,34,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_30.2_rev.tif,25027-12901-10431.tif,3,20,32,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_4.2_rev.tif,5169-32580-27140.tif,3,20,31,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_5_rev.tif,24265-30367-19741.tif,3,20,32,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_6.1_rev.tif,11858-24724-31840.tif,2,20,32,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_6.3_rev.tif,13705-32669-3987.tif,1,20,33,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_8_rev.tif,32525-21695-8378.tif,2,20,34,,y,0,0,
Batch3,,30nov16_13nov16_MSM_m1_sp1_9_rev.tif,26948-3874-20553.tif,3,20,29,,y,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_1_rev.tif,14348-5312-3432.tif,5,20,24,,y,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_10_rev.tif,8450-11516-7827.tif,5,20,17,,,4,0,signal not that good
Batch3,,4feb17_20dec16_LEW_m3_sp1_11_rev.tif,6505-18816-26915.tif,5,20,18,,,2,0,signal not very good
Batch3,,4feb17_20dec16_LEW_m3_sp1_13_rev.tif,1400-24045-11934.tif,2,20,20,,yes,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_14_rev.tif,18192-21532-2049.tif,5,20,27,,y,1,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_15_rev.tif,163-10620-18340.tif,1,20,28,,y,1,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_16_rev.tif,28743-17787-3894.tif,3,20,21,,y,0,0,possible tangle
Batch3,,4feb17_20dec16_LEW_m3_sp1_19_rev.tif,1748-31292-4142.tif,2,20,28,,y,0,0,green foci in centromeres
Batch3,,4feb17_20dec16_LEW_m3_sp1_2_rev.tif,14825-4943-15501.tif,5,20,22,,y,2,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_20_rev.tif,5144-5950-19610.tif,3,20,25,,n,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_21_rev.tif,8911-25925-5846.tif,1,20,20,,y,1,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_22_rev.tif,32441-23290-11620.tif,1,20,23,,y,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_23.2_rev.tif,28283-22326-6673.tif,4,20,19,n,yes,3,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_24_rev.tif,8710-392-530.tif,4,20,27,,y,0,0,possible duplicate
Batch3,,4feb17_20dec16_LEW_m3_sp1_25_rev.tif,21424-5074-26729.tif,4,20,25,,y,1,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_26_rev.tif,20451-15658-20452.tif,3,20,22,,y,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_27_rev.tif,30457-22304-7397.tif,3,20,24,,y,0,0,possible tangle
Batch3,,4feb17_20dec16_LEW_m3_sp1_29_rev.tif,9433-28306-11837.tif,3,20,23,,y,1,0,signal not that good
Batch3,,4feb17_20dec16_LEW_m3_sp1_3_rev.tif,3890-17007-28059.tif,4,20,21,,y,2,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_30_rev.tif,24693-5638-20712.tif,5,20,22,,y,1,0,bubbly ends
Batch3,,4feb17_20dec16_LEW_m3_sp1_4_rev.tif,12258-9821-12522.tif,3,20,21,,y,1,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_5_rev.tif,5497-12439-17546.tif,4,20,20,,,2,1,
Batch3,,4feb17_20dec16_LEW_m3_sp1_8_rev.tif,30093-14275-20019.tif,3,20,23,,y,0,0,
Batch3,,4feb17_20dec16_LEW_m3_sp1_9_rev.tif,7958-11651-1519.tif,2,20,27,,yes,0,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_12_rev.tif,7367-13912-21512.tif,2,20,26,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_13_rev.tif,28094-29308-12301.tif,2,20,25,no,no,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_16_rev.tif,4010-29911-4723.tif,5,20,24,,y,0,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_17_rev.tif,1704-26014-28140.tif,5,20,21,,y,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_18_rev.tif,7585-19477-434.tif,2,20,27,n,yes,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_2_rev.tif,4911-16131-27693.tif,1,20,24,,y,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_21_rev.tif,28898-14954-761.tif,4,20,22,yes,yes,1,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_22_rev.tif,14979-7730-23154.tif,3,20,29,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_23_rev.tif,7484-9712-12687.tif,2,20,30,,yes,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_25_rev.tif,4784-17349-20942.tif,2,20,24,,y,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_26_rev.tif,10185-14788-19332.tif,4,20,22,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_27_rev.tif,29917-31729-16522.tif,3,20,21,,y,2,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_29_rev.tif,30959-2404-6040.tif,2,20,27,y,y,0,0,possible entanglement
Batch3,,4feb17_4jan17_LEW_m1_sp1_3.1_rev.tif,28010-16242-14416.tif,2,20,26,y,y,1,0,2 XY chrms
Batch3,,4feb17_4jan17_LEW_m1_sp1_3.2_rev.tif,28742-21090-30981.tif,1,20,28,n,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_31_rev.tif,7531-10687-4318.tif,3,20,25,,,1,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_32_rev.tif,3355-16840-11528.tif,2,20,24,n,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_7_rev.tif,9030-913-18822.tif,5,20,29,,y,0,0,possible tangle
Batch3,,4feb17_4jan17_LEW_m1_sp1_8_rev.tif,14296-3650-16659.tif,3,20,26,,y,0,0,
Batch3,,4feb17_4jan17_LEW_m1_sp1_9_rev.tif,30695-20804-18573.tif,4,20,29,n,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_1_rev.tif,11795-27792-13981.tif,2,20,24,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_10_rev.tif,8642-15719-1882.tif,1,20,25,n,yes,0,0,possible tangle
Batch3,,7feb17_20dec16_LEW_m2_sp1_13.1_rev.tif,23247-29883-12677.tif,2,20,28,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_13.2_rev.tif,17706-12063-14787.tif,3,20,24,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_14_rev.tif,27428-8451-11522.tif,1,20,21,n,yes,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_15_rev.tif,18716-6584-18842.tif,2,20,27,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_16_rev.tif,25479-11508-3907.tif,5,20,23,,y,2,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_17_rev.tif,24580-11367-23096.tif,3,20,26,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_18_rev.tif,27397-12368-26118.tif,3,20,19,,,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_20_rev.tif,11159-26680-24792.tif,3,20,24,yes,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_21_rev.tif,10205-19156-6602.tif,3,20,25,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_22_rev.tif,25993-30681-16882.tif,2,20,23,,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_24_rev.tif,31610-30365-118.tif,3,20,20,,y,1,0,large bright spot
Batch3,,7feb17_20dec16_LEW_m2_sp1_25_rev.tif,22996-28399-31277.tif,1,20,24,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_3.1_rev.tif,16007-22017-18382.tif,2,20,23,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_3.2_rev.tif,30122-7810-6182.tif,3,20,23,,y,2,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_3_rev.tif,27750-4877-16398.tif,3,20,22,y,y,0,0,potential duplicate
Batch3,,7feb17_20dec16_LEW_m2_sp1_5_rev.tif,29853-2285-18425.tif,3,20,23,n,y,1,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_6_rev.tif,8463-29839-14711.tif,3,20,30,,yes,0,0,possible tangle
Batch3,,7feb17_20dec16_LEW_m2_sp1_7_rev.tif,22906-26220-3351.tif,1,20,28,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_8_rev.tif,13121-10796-8546.tif,1,20,25,,y,0,0,
Batch3,,7feb17_20dec16_LEW_m2_sp1_9_rev.tif,8011-21666-23132.tif,2,20,26,,yes,0,0,

