Batch,,Original.Name,Random.Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
Batch1,,14oct16_30jun16_CAST_m3_sp1_14_rev.tif,27631-29054-390.tif,3,20,20,no,y,1,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_10_rev.tif,5041-2068-22464.tif,3,20,27,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_12.1_rev.tif,4376-31681-10616.tif,3,20,28,no,y,1,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_13_rev.tif,7430-14150-27760.tif,3,20,31,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_23_rev.tif,19502-12554-9533.tif,3,20,30,no,,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_7_rev.tif,26985-21988-4161.tif,3,20,28,no,y,0,0,
Batch1,,1oct16_1apr16_G_m4_sp1_6_rev.tif,8923-17085-15266.tif,3,20,29,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_14_rev.tif,7205-8408-4351.tif,3,20,23,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_24_rev.tif,776-810-4069.tif,3,20,31,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_7_rev.tif,2675-12576-6474.tif,3,20,30,no,y,0,0,
Batch1,,28oct16_1apr16_G_m4_sp1_14_rev.tif,24058-8003-25867.tif,3,20,21,no,y,1,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_12_rev.tif,13983-14663-14777.tif,3,20,23,no,no,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_16.2_rev.tif,4702-29858-29067.tif,3,20,20,no,y,1,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_19_rev.tif,17828-3770-16823.tif,3,20,22,no,yes,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_2.2_rev.tif,16275-14463-1808.tif,3,20,25,no,yes,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_9_rev.tif,31481-20128-2535.tif,3,20,21,no,y,1,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_11_rev.tif,8876-4809-5059.tif,4,20,23,no,y,3,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_15_rev.tif,12897-7342-9243.tif,4,20,24,no,yes,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_19.1_rev.tif,31519-9777-30924.tif,4,20,27,no,y,1,0,
Batch1,,1oct16_30jun16_CAST_m3_sp1_2_rev.tif,4725-20261-29069.tif,4,20,23,no,y,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_4.2_rev.tif,31132-1186-18590.tif,4,20,21,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_18_rev.tif,3997-8671-10558.tif,5,20,27,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_19.2_rev.tif,9142-8248-17058.tif,5,20,29,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_2_rev.tif,177-15023-4409.tif,5,20,20,no,yes,2,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_24_rev.tif,8765-6308-16046.tif,5,20,21,no,y,1,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_20.2_rev.tif,15566-3823-30577.tif,5,20,20,no,yes,2,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_7_rev.tif,8350-2516-32255.tif,5,20,17,no,y,2,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_8_rev.tif,32326-25225-21547.tif,5,20,23,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_22_rev.tif,14934-10399-23048.tif,4,20,26,no,yes,1,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_20_rev.tif,10245-6382-11690.tif,3,20,30,no,yes,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_11.2_rev.tif,24613-12671-7507.tif,1,20,20,y,y,1,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_12_rev.tif,25757-8818-25562.tif,1,20,23,y,y,0,0,
Batch1,,1oct16_1apr16_G_m4_sp1_4_rev.tif,5944-27898-16400.tif,1,20,26,y,y,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_17_rev.tif,7820-26382-18309.tif,2,20,22,y,y,1,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_19_rev.tif,9373-26325-3846.tif,2,20,22,y,y,1,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_2_rev.tif,6588-23595-24997.tif,2,20,24,y,y,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_20_rev.tif,18555-2010-25599.tif,2,20,20,y,yes,1,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_3.1_rev.tif,2070-22677-8787.tif,2,20,29,y,yes,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_13.1_rev.tif,20885-26392-21813.tif,2,20,21,y,yes,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_4_rev.tif,2108-23226-1629.tif,3,20,21,y,yes,0,0,nonhomolog tangel
Batch1,,14oct16_30jun16_CAST_m3_sp1_18.1_rev.tif,19294-5766-7589.tif,3,20,20,y,yes,1,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_6.1_rev.tif,7888-25774-10854.tif,3,20,29,y,y,0,0,
Batch1,,28oct16_1apr16_G_m4_sp1_13_rev.tif,19349-23616-29720.tif,3,20,27,y,yes,0,0,
Batch1,,28oct16_1apr16_G_m4_sp1_10_rev.tif,27816-7041-12698.tif,4,20,26,y,y,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_10_rev.tif,7288-14572-5006.tif,4,20,21,y,y,1,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_15_rev.tif,8564-30432-4214.tif,4,20,25,y,y,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_13_rev.tif,32019-2193-28378.tif,5,,,y,,,,
Batch1,,14oct16_30jun16_CAST_m3_sp1_18.2_rev.tif,18549-22954-14992.tif,2,20,22,yes,yes,1,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_15.4_rev.tif,17007-9083-31823.tif,2,20,30,yes,yes,,,
Batch1,,14oct16_30jun16_CAST_m3_sp1_1_rev.tif,10773-15734-14172.tif,3,,18,yes,,,,
Batch1,,14oct16_30jun16_CAST_m3_sp1_11.3_rev.tif,16931-17150-14842.tif,3,20,22,yes,yes,1,0,
Batch1,,1oct16_1apr16_G_m4_sp1_5_rev.tif,13421-3688-7025.tif,3,20,26,yes,yes,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_20_rev.tif,13935-4180-31927.tif,4,20,17,yes,yes,5,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_4_rev.tif,13946-19860-23363.tif,3,20,22,yes,,1,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_11.2_rev.tif,13531-14792-15158.tif,4,20,20,yes,yes,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_6.2_rev.tif,27337-23361-24842.tif,5,,,,,,,no signal
Batch1,,16oct16_30sep16_MSM_m1_sp1_21_rev.tif,24782-32702-5382.tif,5,,,,,,,
Batch1,,16oct16_30sep16_MSM_m1_sp1_5_rev.tif,32017-17233-27628.tif,5,27,,,,,,
Batch1,,9sep16_30jun16_CAST_m1_sp1_1_rev.tif,28912-29159-19857.tif,5,20,14,,,,,
Batch1,,9sep16_30jun16_CAST_m1_sp1_3_rev.tif,12707-24202-784.tif,5,20,14,,,5,0,
